iso_a3,cropname,n_total,n_flagged,flag_pct
YEM,Maize,24,1,0.041666666666666664
YEM,Millet,24,4,0.16666666666666666
YEM,Potatoes,24,0,0.0
YEM,Pulses nes,24,14,0.5833333333333334
YEM,Seed cotton,24,2,0.08333333333333333
YEM,Sorghum,24,4,0.16666666666666666
YEM,Sweet potatoes,24,24,1.0
YEM,Wheat,24,4,0.16666666666666666
ZAF,Barley,24,0,0.0
ZAF,"Groundnuts, with shell",24,0,0.0
ZAF,Maize,24,0,0.0
ZAF,Millet,24,24,1.0
ZAF,Oats,24,17,0.7083333333333334
ZAF,Potatoes,24,19,0.7916666666666666
ZAF,Rapeseed,24,0,0.0
ZAF,"Rice, paddy",24,24,1.0
ZAF,Rye,24,19,0.7916666666666666
ZAF,Seed cotton,24,0,0.0
ZAF,Sorghum,24,0,0.0
ZAF,Soybeans,24,0,0.0
ZAF,Sunflower seed,24,0,0.0
ZAF,Sweet potatoes,24,23,0.9583333333333334
ZAF,Wheat,24,0,0.0
ZMB,Barley,24,10,0.4166666666666667
ZMB,Cassava,24,15,0.625
ZMB,"Groundnuts, with shell",24,3,0.125
ZMB,Maize,24,0,0.0
ZMB,Millet,24,2,0.08333333333333333
ZMB,Potatoes,24,7,0.2916666666666667
ZMB,Pulses nes,24,23,0.9583333333333334
ZMB,"Rice, paddy",24,1,0.041666666666666664
ZMB,Seed cotton,24,10,0.4166666666666667
ZMB,Sorghum,24,0,0.0
ZMB,Soybeans,24,1,0.041666666666666664
ZMB,Sunflower seed,24,1,0.041666666666666664
ZMB,Sweet potatoes,24,1,0.041666666666666664
ZMB,Wheat,24,3,0.125
ZWE,Barley,24,16,0.6666666666666666
ZWE,Cassava,24,24,1.0
ZWE,"Groundnuts, with shell",24,0,0.0
ZWE,Maize,24,0,0.0
ZWE,Millet,24,1,0.041666666666666664
ZWE,Oats,24,24,1.0
ZWE,Potatoes,24,14,0.5833333333333334
ZWE,Pulses nes,24,24,1.0
ZWE,"Rice, paddy",24,18,0.75
ZWE,Seed cotton,24,15,0.625
ZWE,Sorghum,24,2,0.08333333333333333
ZWE,Soybeans,24,1,0.041666666666666664
ZWE,Sunflower seed,24,1,0.041666666666666664
ZWE,Sweet potatoes,24,14,0.5833333333333334
ZWE,Wheat,24,9,0.375
