,iso_a3,model,adj_r2,coef_sm_dt
318,URY,Satellite,0.19487252235187721,1.9668807214410693
319,URY,Survey,0.14679109663099063,-3.1234077381812146
320,USA,Satellite,0.2621185536379026,4.6510907684942095
321,USA,Survey,0.1457479015935954,2.8737326267285908
322,UZB,Satellite,0.38341370175560563,5.004942384753219
323,UZB,Survey,0.022709265295602524,-1.6116413355490002
324,VEN,Satellite,0.6301072856026906,4.376543386564486
325,VEN,Survey,0.0025060546502020985,2.5496385581731316
326,VNM,Satellite,0.10186720080385307,0.6461819383189946
327,VNM,Survey,0.13694955371945294,-4.576539381382578
328,VUT,Satellite,0.10897005552822314,0.7645655195405968
329,VUT,Survey,0.10721951319835588,0.012334855465762129
330,YEM,Satellite,0.47414093553222925,18.314769948000876
331,YEM,Survey,0.21734374989316482,9.284912761730613
332,ZAF,Satellite,0.3998259456074032,6.089339857393408
333,ZAF,Survey,0.1340698208934423,-1.6408330905143735
334,ZMB,Satellite,0.25364914499376234,2.3685953744635597
335,ZMB,Survey,0.08955516113305413,-0.32250609854886036
336,ZWE,Satellite,0.5593970675436388,6.139093630731129
337,ZWE,Survey,0.11149946998784326,4.502226102772482
